Ragione Sociale;Data contabile;Data valuta;Banca;Rapporto;Importo;Divisa;Descrizione;Categoria/sottocategoria;Hashtag
CERALDI GROUP S.R.L.;16/06/2025;16/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1;EUR;COMMISSIONI - Comm.sdd: 73029412064789;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;17/06/2025;17/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-4638,27;EUR;RIMBORSO FINANZ. - MUTUO N.1788 5217466 RATA 17/06/2025;Altre passività - Mutui;
CERALDI GROUP S.R.L.;17/06/2025;16/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-7624,98;EUR;I24 AGENZIA ENTRATE - PAG.TO TELEMATICO - DATA INCASSO 16/06/2025 2025-06-16-22.44.21.973114000266;Tasse - Imposte e contributi;
CERALDI GROUP S.R.L.;17/06/2025;17/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;38,7;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 16/06/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;17/06/2025;17/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;1,8;EUR;INC.POS CARTE CREDIT - NUMIA-AMEX DEL 16/06/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;17/06/2025;17/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;799,9;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 16/06/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;17/06/2025;16/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-661,12;EUR;PRELIEVO ASSEGNO - DM 03069 CRA: 01667590597400 NUM: 0208769088;Fornitori - Generico;
CERALDI GROUP S.R.L.;17/06/2025;17/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-58,55;EUR;ADDEBITO DIRETTO SDD - SDD CORE: 49RJ2252ASLM4 PayPal Europe S.a.r.l. et Cie S.C.A;Servizi - Spese per servizi online;
CERALDI GROUP S.R.L.;17/06/2025;17/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;724,5;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 16/06/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;17/06/2025;17/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;158,3;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 16/06/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;17/06/2025;17/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1;EUR;COMMISSIONI - Comm.sdd: 49RJ2252ASLM4;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;17/06/2025;16/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-83,86;EUR;I24 AGENZIA ENTRATE - PAG.TO TELEMATICO - DATA INCASSO 16/06/2025 2025-06-16-22.38.16.785060007562;Tasse - Imposte e contributi;
CERALDI GROUP S.R.L.;18/06/2025;18/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;650;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 17/06/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;18/06/2025;14/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-895,22;EUR;PRELIEVO ASSEGNO - DM 06230 CRA: 51681769291302 NUM: 0208769192;Fornitori - Generico;
CERALDI GROUP S.R.L.;18/06/2025;18/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;7;EUR;INC.POS CARTE CREDIT - NUMIA-AMEX DEL 17/06/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;18/06/2025;18/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;16;EUR;INC.POS CARTE CREDIT - NUMIA-AMEX DEL 17/06/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;18/06/2025;18/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;1091;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 17/06/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;18/06/2025;18/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;77,8;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 17/06/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;18/06/2025;18/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;131,4;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 17/06/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;19/06/2025;19/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;619,75;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 18/06/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;19/06/2025;19/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;923,8;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 18/06/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;19/06/2025;19/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;202,2;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 18/06/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;19/06/2025;19/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;126,1;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 18/06/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;19/06/2025;19/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;272;EUR;INC.POS CARTE CREDIT - NUMIA-AMEX DEL 18/06/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;19/06/2025;19/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;36;EUR;INC.POS CARTE CREDIT - NUMIA-AMEX DEL 18/06/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;20/06/2025;20/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;56,4;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 19/06/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;20/06/2025;20/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;11;EUR;INC.POS CARTE CREDIT - NUMIA-AMEX DEL 19/06/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;20/06/2025;20/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;80,3;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 19/06/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;20/06/2025;20/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;665;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 19/06/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;20/06/2025;18/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-749,01;EUR;PRELIEVO ASSEGNO - DM 06230 CRA: 51691770255103 NUM: 0208769193;Fornitori - Generico;
CERALDI GROUP S.R.L.;20/06/2025;20/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;62;EUR;INC.POS CARTE CREDIT - NUMIA-AMEX DEL 19/06/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;20/06/2025;20/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;437,6;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 19/06/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;23/06/2025;23/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;105,9;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 21/06/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;23/06/2025;23/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;39,8;EUR;INC.POS CARTE CREDIT - NUMIA-AMEX DEL 22/06/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;23/06/2025;23/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;5,2;EUR;INC.POS CARTE CREDIT - NUMIA-AMEX DEL 20/06/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;23/06/2025;23/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;524,7;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 22/06/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;23/06/2025;23/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;551,1;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 22/06/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;23/06/2025;23/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;50,6;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 20/06/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;23/06/2025;20/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-991,63;EUR;PRELIEVO ASSEGNO - DM 02008 CRA: 25171800009806 NUM: 0208769195;Fornitori - Generico;
CERALDI GROUP S.R.L.;23/06/2025;23/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;82,9;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 20/06/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;23/06/2025;23/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;671,6;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 20/06/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;23/06/2025;23/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;150,2;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 22/06/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;23/06/2025;20/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-972,63;EUR;PRELIEVO ASSEGNO - DM 02008 CRA: 25171800179803 NUM: 0208769194;Fornitori - Generico;
CERALDI GROUP S.R.L.;23/06/2025;19/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-646,72;EUR;PRELIEVO ASSEGNO - DM 07601 CRA: 82517100252701 NUM: 0208769086;Fornitori - Generico;
CERALDI GROUP S.R.L.;23/06/2025;23/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1;EUR;COMMISSIONI - Comm.sdd: 49RJ2252ASLM4;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;23/06/2025;23/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;188,4;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 21/06/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;23/06/2025;23/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;35,3;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 22/06/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;23/06/2025;23/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;87,8;EUR;INC.POS CARTE CREDIT - NUMIA-AMEX DEL 20/06/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;23/06/2025;23/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;1018,1;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 20/06/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;23/06/2025;23/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-58,55;EUR;ADDEBITO DIRETTO SDD - SDD CORE: 49RJ2252ASLM4 PayPal Europe S.a.r.l. et Cie S.C.A;Servizi - Spese per servizi online;
CERALDI GROUP S.R.L.;23/06/2025;23/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;745,6;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 21/06/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;23/06/2025;23/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;1202,7;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 21/06/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;24/06/2025;24/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-512,55;EUR;RIMBORSO FINANZ. - MUTUO N.1788 4851906 RATA 24/06/2025;Altre passività - Mutui;
CERALDI GROUP S.R.L.;24/06/2025;24/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;46;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 23/06/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;24/06/2025;24/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;33,7;EUR;INC.POS CARTE CREDIT - NUMIA-AMEX DEL 23/06/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;24/06/2025;24/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;930,6;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 23/06/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;24/06/2025;24/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;45,6;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 23/06/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;24/06/2025;24/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;491;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 23/06/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;25/06/2025;25/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-2189,77;EUR;RIMBORSO FINANZ. - MUTUO N.1788 7629783 RATA 25/06/2025;Altre passività - Mutui;
CERALDI GROUP S.R.L.;25/06/2025;25/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;3,3;EUR;INC.POS CARTE CREDIT - NUMIA-AMEX DEL 24/06/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;25/06/2025;25/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1;EUR;COMMISSIONI - Comm.sdd: 3F3811A21532878;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;25/06/2025;25/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;4590;EUR;VERS. CONTANTI - VVVVV;Ricavi - Deposito contanti;
CERALDI GROUP S.R.L.;25/06/2025;25/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-43,86;EUR;ADDEBITO DIRETTO SDD - SDD CORE: 3F3811A21532878 FASTWEB SpA;Utenze - Internet e spese telefoniche;
CERALDI GROUP S.R.L.;25/06/2025;25/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;207,8;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 24/06/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;25/06/2025;25/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;21,7;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 24/06/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;25/06/2025;25/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;976,4;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 24/06/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;25/06/2025;25/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;69,5;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 24/06/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;26/06/2025;22/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-680;EUR;DEBIT PAGAMENTO - CARTA*1472-17:33-DON DO' TORRE DEL GRE ITA;Fornitori - POS;
CERALDI GROUP S.R.L.;26/06/2025;26/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;129,8;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 25/06/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;26/06/2025;26/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;10,5;EUR;INC.POS CARTE CREDIT - NUMIA-AMEX DEL 25/06/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;26/06/2025;26/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;1332,9;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 25/06/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;26/06/2025;25/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-4090;EUR;I24 AGENZIA ENTRATE - PAG.TO TELEMATICO - DATA INCASSO 25/06/2025 2025-06-25-22.30.29.926991000319;Tasse - Imposte e contributi;
CERALDI GROUP S.R.L.;27/06/2025;27/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;41,5;EUR;INC.POS CARTE CREDIT - NUMIA-AMEX DEL 26/06/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;27/06/2025;27/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;370,9;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 26/06/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;27/06/2025;27/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;923,3;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 26/06/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;27/06/2025;27/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1,1;EUR;COMM.SU BONIFICI - RIF.MBVT67621712 COMM.BON. TELEMATICO SCT;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;27/06/2025;24/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1566,68;EUR;PRELIEVO ASSEGNO - DM 02008 CRA: 25177900151401 NUM: 0208769090;Fornitori - Generico;
CERALDI GROUP S.R.L.;27/06/2025;27/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-2499,45;EUR;ADDEBITO DIRETTO SDD - SDD CORE: 2C1071107297049T ENEL ENERGIA;Utenze - Acqua, luce e gas;
CERALDI GROUP S.R.L.;27/06/2025;27/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;150,8;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 26/06/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;27/06/2025;27/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1;EUR;COMMISSIONI - Comm.sdd: 2C1071107297049T;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;27/06/2025;27/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;14;EUR;INC.POS CARTE CREDIT - NUMIA-AMEX DEL 26/06/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;27/06/2025;27/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;18,4;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 26/06/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;27/06/2025;27/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-8193,99;EUR;VOSTRA DISPOSIZIONE - VS.DISP. RIF. MBVT67621712/00635631 FAVORE Ald Automotive Italia srl NOTPROVIDE - saldo fatture INC0036314 RLR0251689 INR0184643 RLR0232377 RLR0091833 INR0722456 0037018128 RIR0066775 INR0462343 INR0328582;Fornitori - Materie prime, beni e servizi;
CERALDI GROUP S.R.L.;30/06/2025;01/07/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-62,01;EUR;INT. E COMP. - COMPETENZE;Operazioni Finanziarie - Interessi negativi;
CERALDI GROUP S.R.L.;30/06/2025;30/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;501,5;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 29/06/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;30/06/2025;30/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1;EUR;COMMISSIONI - Comm.sdd: 80T4940000001184586404;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;30/06/2025;30/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;577,7;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 29/06/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;30/06/2025;30/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;54,3;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 27/06/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;30/06/2025;30/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-945,28;EUR;ADDEBITO DIRETTO SDD - SDD CORE: 80T4940000001184586404 Leasys Italia S.p.A. C.so Orbassano;Servizi - Noleggi;
CERALDI GROUP S.R.L.;30/06/2025;30/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;55,2;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 29/06/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;30/06/2025;26/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1188,01;EUR;PRELIEVO ASSEGNO - DM 06230 CRA: 51771774117006 NUM: 0208769197;Fornitori - Generico;
CERALDI GROUP S.R.L.;30/06/2025;30/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;4830;EUR;VERS. CONTANTI - VVVVV;Ricavi - Deposito contanti;
CERALDI GROUP S.R.L.;30/06/2025;30/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-0,75;EUR;COMM.SU BONIFICI - NS RIF. MB0B03844441 SPESE E COMM.;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;30/06/2025;30/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-0,75;EUR;COMM.SU BONIFICI - NS RIF. MB0B03845009 SPESE E COMM.;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;30/06/2025;30/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-0,75;EUR;COMM.SU BONIFICI - NS RIF. MB0B03915612 SPESE E COMM.;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;30/06/2025;30/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-600;EUR;VOSTRA DISPOSIZIONE - VS.DISP. RIF. MB0B03844441/90755524 FAVORE BENEFICIARI VARI DISTINTA - ADD.TOT - capezzuto acc stip 6-2025;Risorse Umane - Salari e stipendi;
